Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
9967-ATRFS,1,Q3,No,0,19,None,Yes,32.03,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,367.55,0.0,0,608.57,976.1200000000001
2977-CEBSX,1,Q3,No,0,66,None,Yes,13.28,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.05,5965.95,0.0,0,876.4799999999999,6842.429999999999
5876-QMYLD,1,Q3,Yes,10,23,None,Yes,17.82,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,415.1,0.0,0,409.86,824.96
2277-AXSDC,1,Q3,No,0,32,None,Yes,43.8,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.75,624.15,0.0,0,1401.6,2025.75
9442-JTWDL,1,Q3,No,0,11,None,Yes,26.85,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,237.7,0.0,0,295.35,533.05
3067-SVMTC,1,Q3,Yes,9,68,None,Yes,44.79,No,Yes,Cable,14,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,55.9,3848.8,0.0,20,3045.72,6914.52
5495-GPSRW,1,Q3,No,0,20,None,Yes,27.11,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.7,419.4,0.0,0,542.2,961.6
7606-BPHHN,1,Q3,No,0,72,Offer A,Yes,30.44,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1468.75,0.0,0,2191.6800000000003,3660.4300000000003
4742-DRORA,1,Q3,Yes,5,60,Offer B,Yes,5.43,Yes,Yes,Fiber Optic,29,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,95.4,5812.0,0.0,0,325.79999999999995,6137.8
4163-NCJAK,1,Q3,Yes,9,46,Offer B,Yes,35.46,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.45,1066.15,0.0,0,1631.16,2697.3100000000004
5233-AOZUF,1,Q3,Yes,3,29,None,Yes,5.39,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,2149.05,0.0,0,156.31,2305.36
5973-EJGDP,1,Q3,No,0,51,Offer B,Yes,1.51,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,87.35,4473.0,0.0,0,77.01,4550.01
7916-VCCPB,1,Q3,Yes,6,16,Offer D,Yes,40.03,No,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25,1195.75,0.0,0,640.48,1836.23
4686-GEFRM,1,Q3,Yes,5,70,Offer A,Yes,45.24,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.7,6858.9,0.0,0,3166.8,10025.7
5249-QYHEX,1,Q3,Yes,2,40,Offer B,Yes,33.44,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1024.7,0.0,0,1337.6,2362.3
2233-FAGXV,1,Q3,Yes,6,5,None,Yes,6.7,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.3,132.25,0.0,0,33.5,165.75
5605-IYGFG,1,Q3,No,0,7,None,Yes,27.46,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,515.45,0.0,0,192.22,707.6700000000001
7663-ZTEGJ,1,Q3,No,0,29,None,Yes,49.92,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Credit Card,100.55,2830.45,0.0,100,1447.68,4378.13
3935-TBRZZ,1,Q3,Yes,10,44,Offer B,Yes,15.33,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25.7,1110.5,0.0,0,674.52,1785.02
8111-BKVDS,1,Q3,No,0,10,Offer D,No,0.0,No,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.7,449.3,0.0,0,0.0,449.3
8734-DKSTZ,1,Q3,No,0,10,Offer D,Yes,6.5,Yes,Yes,Fiber Optic,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,858.6,0.0,0,65.0,923.6
4360-PNRQB,1,Q3,No,0,18,Offer D,Yes,15.18,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.6,1395.05,0.0,0,273.24,1668.29
6152-ONASV,1,Q3,Yes,4,68,Offer A,Yes,41.46,Yes,Yes,DSL,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.25,3975.7,0.0,140,2819.28,6934.98
7781-HVGMK,1,Q3,Yes,5,72,Offer A,No,0.0,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.2,4784.45,0.0,0,0.0,4784.45
2181-UAESM,1,Q3,No,0,2,None,Yes,12.59,No,Yes,Cable,76,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.45,119.5,0.0,0,25.18,144.68
6048-NJXHX,1,Q3,Yes,1,41,Offer B,Yes,35.46,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.75,899.45,0.0,0,1453.8600000000001,2353.3100000000004
2320-SLKMB,1,Q3,No,0,26,None,No,0.0,No,Yes,Cable,29,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,44.45,1183.8,0.0,0,0.0,1183.8
4980-URKXC,1,Q3,Yes,1,36,None,Yes,12.61,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,720.05,0.0,0,453.96,1174.01
4376-KFVRS,1,Q3,Yes,5,72,Offer A,Yes,30.75,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8468.2,0.0,0,2214.0,10682.2
5886-VLQVU,1,Q3,No,0,35,None,Yes,24.83,Yes,Yes,Fiber Optic,51,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.85,3161.2,0.0,20,869.05,4050.25
3577-AMVUX,1,Q3,No,0,1,None,Yes,14.65,No,Yes,Cable,15,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.05,55.05,0.0,0,14.65,69.7
0771-WLCLA,1,Q3,Yes,8,16,Offer D,Yes,46.45,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,112.95,1882.55,0.0,0,743.2,2625.75
0206-TBWLC,1,Q3,Yes,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0.0,0,615.6,6665.1
2937-FTHUR,1,Q3,No,0,18,Offer D,Yes,42.45,Yes,Yes,DSL,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,1166.7,0.0,0,764.1,1930.8000000000002
1910-FMXJM,1,Q3,Yes,8,36,None,Yes,49.33,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,2937.65,0.0,0,1775.8799999999999,4713.53
0732-OCQOC,1,Q3,Yes,10,52,Offer B,Yes,5.32,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.05,1270.25,0.0,0,276.64,1546.8899999999999
5168-MSWXT,1,Q3,Yes,4,8,None,Yes,22.14,No,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,759.55,0.0,0,177.12,936.67
1090-ESELR,1,Q3,Yes,8,72,Offer A,Yes,27.25,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,7611.55,0.0,0,1962.0,9573.55
8592-PLTMQ,1,Q3,No,0,64,Offer B,Yes,4.03,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,24.7,1642.75,0.0,0,257.92,1900.67
8847-GEOOQ,1,Q3,Yes,10,60,Offer B,No,0.0,No,Yes,DSL,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,3582.4,0.0,0,0.0,3582.4
4785-FCIFB,1,Q3,Yes,10,61,Offer B,Yes,20.09,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,24.4,1417.9,0.0,0,1225.49,2643.3900000000003
8313-NDOIA,1,Q3,No,0,24,None,Yes,38.79,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,2494.65,0.0,40,930.96,3465.61
5149-CUZUJ,1,Q3,Yes,1,28,None,Yes,27.34,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,92.9,2768.35,0.0,0,765.52,3533.87
0942-KOWSM,1,Q3,Yes,4,30,Offer C,Yes,15.94,No,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.8,2369.3,0.0,0,478.2,2847.5
4237-CLSMM,1,Q3,Yes,10,2,None,Yes,34.38,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,38.0,0.0,0,68.76,106.76
1452-VOQCH,1,Q3,No,0,1,None,Yes,4.53,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0.0,0,4.53,79.63
4719-UMSIY,1,Q3,No,0,6,None,Yes,15.5,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,100.9,0.0,0,93.0,193.9
6614-VBEGU,1,Q3,Yes,8,24,Offer C,Yes,44.06,No,Yes,DSL,59,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.45,1614.05,0.0,0,1057.44,2671.49
2996-XAUVF,1,Q3,No,0,70,Offer A,No,0.0,No,Yes,DSL,59,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,2799.75,0.0,0,0.0,2799.75
5968-XQIVE,1,Q3,Yes,2,72,Offer A,Yes,11.57,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.7,6588.95,0.0,0,833.04,7421.99
8896-RAZCR,1,Q3,No,0,44,Offer B,Yes,13.45,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.9,868.1,0.0,0,591.8,1459.9
1304-BCCFO,1,Q3,Yes,2,9,None,Yes,14.91,No,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.05,564.4,0.0,0,134.19,698.5899999999999
4104-PVRPS,1,Q3,Yes,7,24,Offer C,Yes,1.02,No,Yes,Cable,3,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,53.6,1315.35,0.0,120,24.48,1459.83
4431-EDMIQ,1,Q3,Yes,8,7,None,Yes,16.22,No,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,554.05,0.0,0,113.53999999999999,667.5899999999999
0486-LGCCH,1,Q3,Yes,2,11,Offer D,Yes,40.76,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,225.75,0.0,0,448.35999999999996,674.1099999999999
5168-MQQCA,1,Q3,Yes,2,72,Offer A,Yes,38.44,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0.0,0,2767.68,10771.48
7971-HLVXI,1,Q3,Yes,4,72,Offer A,Yes,44.0,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,6130.85,0.0,0,3168.0,9298.85
9094-AZPHK,1,Q3,No,0,15,Offer D,Yes,32.07,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,1415.0,0.0,0,481.05,1896.05
3649-JPUGY,1,Q3,No,0,72,Offer A,Yes,44.46,Yes,Yes,DSL,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.6,6201.95,0.0,0,3201.12,9403.07
4472-LVYGI,1,Q3,Yes,2,10,None,No,0.0,No,Yes,Cable,20,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,525.5,0.0,0,0.0,525.5
3552-CTCYF,1,Q3,Yes,4,63,Offer B,Yes,40.73,Yes,Yes,Fiber Optic,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,6597.25,0.0,0,2565.99,9163.24
6778-YSNIH,1,Q3,No,0,2,None,Yes,27.02,No,Yes,Cable,26,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.0,114.15,0.0,0,54.04,168.19
6579-JPICP,1,Q3,No,0,1,None,Yes,17.81,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.4,20.4,0.0,0,17.81,38.209999999999994
4134-BSXLX,1,Q3,Yes,7,28,Offer C,Yes,28.86,No,Yes,Cable,24,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,60.9,1785.65,0.0,0,808.0799999999999,2593.73
0505-SPOOW,1,Q3,Yes,7,70,Offer A,Yes,11.71,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,1397.65,0.0,0,819.7,2217.3500000000004
4374-YMUSQ,1,Q3,No,0,34,Offer C,Yes,22.41,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,116.25,3899.05,0.0,0,761.94,4660.99
3957-HHLMR,1,Q3,Yes,1,70,Offer A,Yes,29.72,Yes,Yes,DSL,12,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,65.2,4543.15,0.0,0,2080.4,6623.549999999999
7803-XOCCZ,1,Q3,Yes,1,52,Offer B,Yes,31.96,No,Yes,Fiber Optic,26,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,4326.8,0.0,0,1661.92,5988.72
5736-YEJAX,1,Q3,No,0,69,Offer A,Yes,26.45,Yes,Yes,DSL,46,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,79.45,5502.55,0.0,80,1825.05,7407.6
8981-FJGLA,1,Q3,No,0,11,Offer D,Yes,47.12,Yes,Yes,Fiber Optic,23,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,78.0,851.8,0.0,0,518.3199999999999,1370.12
1135-LMECX,1,Q3,No,0,1,None,Yes,16.47,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,19.85,0.0,0,16.47,36.32
8535-SFUTN,1,Q3,No,0,61,Offer B,Yes,36.05,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,6300.15,0.0,0,2199.0499999999997,8499.199999999999
8677-HDZEE,1,Q3,No,0,56,Offer B,Yes,2.5,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.45,5916.95,0.0,0,140.0,6056.95
2475-MROZF,1,Q3,No,0,30,Offer C,Yes,2.87,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95.0,2852.4,0.0,0,86.10000000000001,2938.5
3482-ABPKK,1,Q3,No,0,28,Offer C,Yes,28.42,No,Yes,DSL,48,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,54.3,1546.3,0.0,150,795.76,2492.06
7531-GQHME,1,Q3,No,0,12,Offer D,Yes,38.96,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,265.45,0.0,0,467.52,732.97
5174-ITUMV,1,Q3,No,0,67,Offer A,Yes,38.98,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.4,6989.45,0.0,0,2611.66,9601.11
0913-XWSCN,1,Q3,Yes,1,55,Offer B,Yes,41.89,Yes,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.5,4713.4,0.0,0,2303.95,7017.349999999999
0750-EBAIU,1,Q3,No,0,52,Offer B,Yes,31.31,No,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,91.25,4738.3,0.0,0,1628.12,6366.42
3571-DPYUH,1,Q3,Yes,1,58,Offer B,Yes,43.75,Yes,Yes,Fiber Optic,69,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,94.7,5430.35,0.0,0,2537.5,7967.85
7601-GNDYK,1,Q3,Yes,1,35,Offer C,Yes,20.85,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,686.95,0.0,0,729.75,1416.7
8067-NIOYM,1,Q3,Yes,9,24,Offer C,Yes,20.6,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,21.1,490.65,0.0,0,494.40000000000003,985.05
1403-GYAFU,1,Q3,Yes,5,70,Offer A,Yes,48.57,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1360.25,0.0,0,3399.9,4760.15
4234-XTNEA,1,Q3,No,0,2,None,Yes,37.7,No,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,174.45,0.0,0,75.4,249.85
5348-CAGXB,1,Q3,No,0,12,Offer D,Yes,33.36,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,1021.75,0.0,0,400.32,1422.07
0621-HJWXJ,1,Q3,Yes,1,63,Offer B,Yes,21.15,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,5029.05,0.0,0,1332.4499999999998,6361.5
5844-QVTAT,1,Q3,Yes,8,33,Offer C,Yes,8.79,No,Yes,Cable,27,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,58.45,1955.4,0.0,0,290.07,2245.4700000000003
8905-IAZPF,1,Q3,Yes,4,69,None,Yes,46.87,No,Yes,Fiber Optic,11,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,95.65,6744.2,0.0,0,3234.0299999999997,9978.23
5394-MEITZ,1,Q3,Yes,5,60,None,Yes,14.0,No,Yes,Cable,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,4946.7,0.0,0,840.0,5786.7
6859-QNXIQ,1,Q3,Yes,10,72,None,Yes,26.32,Yes,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.1,8248.5,0.0,0,1895.04,10143.54
2782-LFZVW,1,Q3,No,0,11,Offer D,Yes,24.57,Yes,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,601.6,0.0,70,270.27,941.87
2866-IKBTM,1,Q3,No,0,1,None,Yes,40.63,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,40.63,60.18000000000001
7129-AZJDE,1,Q3,Yes,1,34,Offer C,Yes,3.54,No,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.95,2647.2,0.0,0,120.36,2767.56
2560-PPCHE,1,Q3,No,0,65,None,Yes,26.83,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,6744.25,0.0,0,1743.9499999999998,8488.2
8138-EALND,1,Q3,No,0,15,None,Yes,3.49,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,311.6,0.0,0,52.35,363.95000000000005
3580-HYCSP,1,Q3,Yes,10,72,None,Yes,33.01,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.3,7966.9,0.0,0,2376.72,10343.619999999999
1352-HNSAW,1,Q3,Yes,9,72,None,Yes,34.69,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.6,8220.4,0.0,140,2497.68,10858.08
2075-PUEPR,1,Q3,Yes,2,55,None,Yes,24.7,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,1153.25,0.0,0,1358.5,2511.75
1982-FEBTD,1,Q3,Yes,1,23,None,Yes,25.54,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.6,514.75,0.0,0,587.42,1102.17
5791-KAJFD,1,Q3,Yes,2,56,None,Yes,42.86,Yes,Yes,DSL,8,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,3808.0,0.0,0,2400.16,6208.16
2654-VBVPB,1,Q3,No,0,1,None,Yes,11.83,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,19.9,0.0,0,11.83,31.729999999999997
1154-HYWWO,1,Q3,No,0,38,Offer C,Yes,42.24,No,Yes,DSL,22,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.6,2708.2,0.0,0,1605.1200000000001,4313.32
2501-XWWTZ,1,Q3,No,0,11,None,Yes,1.01,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,760.05,0.0,0,11.11,771.16
6815-ABQFQ,1,Q3,Yes,1,56,None,Yes,14.43,Yes,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.25,6033.3,0.0,0,808.0799999999999,6841.38
7343-EOBEU,1,Q3,Yes,9,3,Offer E,Yes,14.1,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,23.6,89.05,0.0,0,42.3,131.35
3701-SFMUH,1,Q3,Yes,6,7,Offer E,Yes,5.17,No,Yes,Cable,51,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.7,516.15,0.0,0,36.19,552.3399999999999
6103-LIANB,1,Q3,Yes,3,59,None,Yes,41.09,Yes,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.5,5861.75,0.0,0,2424.3100000000004,8286.060000000001
7319-VENRZ,1,Q3,No,0,7,Offer E,Yes,31.84,No,Yes,Cable,58,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.3,445.95,0.0,0,222.88,668.8299999999999
5846-NEQVZ,1,Q3,Yes,3,71,None,Yes,2.43,No,Yes,Cable,58,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,70.85,4973.4,0.0,0,172.53,5145.929999999999
6967-QIQRV,1,Q3,Yes,8,15,None,Yes,2.12,No,Yes,Fiber Optic,30,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,101.9,1667.25,0.0,120,31.8,1819.05
5781-RFZRP,1,Q3,Yes,7,71,None,Yes,34.39,Yes,Yes,DSL,5,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,73.5,5357.75,0.0,0,2441.69,7799.4400000000005
0308-IVGOK,1,Q3,No,0,11,None,No,0.0,No,Yes,DSL,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,0.0,0,0.0,422.6
7293-LSCDV,1,Q3,Yes,2,60,None,Yes,23.68,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.25,1103.25,0.0,0,1420.8,2524.05
5756-JYOJT,1,Q3,No,0,11,None,Yes,5.0,No,Yes,Cable,23,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64.9,697.25,0.0,0,55.0,752.25
9548-LIGTA,1,Q3,Yes,2,61,None,Yes,20.34,No,Yes,Cable,51,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,81.05,4747.65,0.0,0,1240.74,5988.389999999999
5150-LJNSR,1,Q3,Yes,3,31,Offer C,Yes,36.49,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,98.05,3082.1,0.0,0,1131.19,4213.29
8270-RKSAP,1,Q3,No,0,9,Offer E,Yes,40.71,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.5,597.9,0.0,0,366.39,964.29
2640-LYMOV,1,Q3,No,0,2,Offer E,Yes,9.61,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.65,38.8,0.0,0,19.22,58.019999999999996
1423-BMPBQ,1,Q3,Yes,1,1,Offer E,Yes,28.28,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.0,19.0,0.0,0,28.28,47.28
2393-DIVAI,1,Q3,No,0,3,Offer E,Yes,15.37,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.0,61.7,0.0,0,46.11,107.81
4568-KNYWR,1,Q3,No,0,52,None,Yes,46.24,No,Yes,Cable,10,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,63.25,3342.45,0.0,130,2404.48,5876.93
8752-IMQOS,1,Q3,Yes,1,5,None,Yes,5.2,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,85.1,0.0,0,26.0,111.1
0742-LAFQK,1,Q3,Yes,1,72,None,Yes,28.86,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.15,7422.1,0.0,0,2077.92,9500.02
