Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
0744-BIKKF,1,Male,39,No,No,No,No,0
7483-IQWIB,1,Male,33,No,No,Yes,Yes,1
5248-KWLAR,1,Male,31,No,No,Yes,No,0
7996-MHXLW,1,Female,51,No,No,No,No,0
7833-PKIHD,1,Male,59,No,No,Yes,No,0
7061-OVMIM,1,Female,57,No,No,Yes,No,0
5153-RTHKF,1,Female,26,Yes,No,No,No,0
1852-QSWCD,1,Male,62,No,No,Yes,Yes,1
9079-LWTFD,1,Male,50,No,No,No,No,0
3392-EHMNK,1,Female,53,No,No,Yes,Yes,3
3061-BCKYI,1,Male,27,Yes,No,No,No,0
7228-PAQPD,1,Female,19,Yes,No,No,No,0
7746-QYVCO,1,Male,57,No,No,Yes,No,0
5804-HYIEZ,1,Male,40,No,No,Yes,Yes,1
3486-KHMLI,1,Male,53,No,No,No,Yes,1
6784-XYJAE,1,Female,38,No,No,No,No,0
3933-DQPWX,1,Female,48,No,No,No,No,0
6661-EIPZC,1,Female,38,No,No,Yes,Yes,1
8957-THMOA,1,Female,40,No,No,No,Yes,3
2251-PYLPB,1,Male,34,No,No,Yes,No,0
5555-RNPGT,1,Male,61,No,No,No,Yes,3
1057-FOGLZ,1,Female,44,No,No,No,No,0
8087-LGYHQ,1,Male,40,No,No,No,No,0
4137-BTIKL,1,Male,55,No,No,No,No,0
2190-BCXEC,1,Female,61,No,No,Yes,No,0
6227-FBDXH,1,Male,50,No,No,Yes,No,0
2911-WDXMV,1,Male,29,Yes,No,No,Yes,3
4547-FZJWE,1,Male,24,Yes,No,Yes,No,0
7422-WNBTY,1,Male,35,No,No,Yes,No,0
0842-IWYCP,1,Female,19,Yes,No,No,No,0
3521-HTQTV,1,Male,54,No,No,No,No,0
3744-ZBHON,1,Female,64,No,No,No,No,0
3373-DIUUN,1,Male,58,No,No,Yes,Yes,3
8383-SGHJU,1,Female,41,No,No,No,No,0
7607-QKKTJ,1,Male,25,Yes,No,Yes,Yes,2
7707-PYBBH,1,Male,49,No,No,No,No,0
8984-HPEMB,1,Female,58,No,No,No,No,0
4139-DETXS,1,Female,53,No,No,Yes,No,0
9779-DPNEJ,1,Female,59,No,No,Yes,Yes,3
9805-FILKB,1,Male,44,No,No,Yes,No,0
5793-YOLJN,1,Female,53,No,No,Yes,Yes,3
0673-IGUQO,1,Male,26,Yes,No,No,No,0
4123-FCVCB,1,Female,23,Yes,No,No,No,0
8819-IMISP,1,Male,43,No,No,No,No,0
8311-UEUAB,1,Female,24,Yes,No,Yes,No,0
5858-EAFCZ,1,Male,45,No,No,No,No,0
1163-ONYEY,1,Male,61,No,No,Yes,Yes,2
5656-MJEFC,1,Male,48,No,No,Yes,No,0
6082-OQFBA,1,Male,62,No,No,Yes,No,0
8974-OVACP,1,Female,40,No,No,No,No,0
4010-YLMVT,1,Female,25,Yes,No,No,No,0
1379-FRVEB,1,Male,31,No,No,No,Yes,1
8612-GXIDD,1,Male,55,No,No,Yes,Yes,3
6288-CHQJB,1,Female,21,Yes,No,Yes,No,0
8160-HOWOX,1,Female,30,No,No,No,No,0
6648-INWPS,1,Male,30,No,No,Yes,Yes,3
4223-BKEOR,1,Female,55,No,No,No,No,0
1763-WQFUK,1,Male,45,No,No,No,No,0
1391-UBDAR,1,Male,27,Yes,No,No,No,0
8894-JVDCV,1,Female,39,No,No,No,No,0
2023-VQFDL,1,Male,42,No,No,No,No,0
1345-GKDZZ,1,Male,20,Yes,No,No,Yes,1
2014-MKGMH,1,Female,45,No,No,No,No,0
5628-FCGYG,1,Male,46,No,No,No,No,0
2560-WBWXF,1,Male,45,No,No,No,No,0
7978-DKUQH,1,Female,26,Yes,No,Yes,No,0
4335-UPJSI,1,Female,57,No,No,No,Yes,1
1784-EZDKJ,1,Male,31,No,No,Yes,No,0
9297-FVVDH,1,Female,33,No,No,Yes,No,0
8007-YYPWD,1,Female,52,No,No,No,No,0
7101-HRBLJ,1,Female,25,Yes,No,Yes,No,0
6635-CPNUN,1,Male,25,Yes,No,Yes,No,0
5453-YBTWV,1,Male,52,No,No,Yes,Yes,2
5039-LZRQT,1,Female,52,No,No,No,No,0
6418-PIQSP,1,Female,49,No,No,Yes,No,0
8220-OCUFY,1,Female,30,No,No,No,No,0
3995-WFCSM,1,Female,28,Yes,No,No,No,0
1895-QTKDO,1,Female,38,No,No,No,No,0
2038-OEQZH,1,Male,63,No,No,No,No,0
1178-PZGAB,1,Female,45,No,No,No,No,0
2626-VEEWG,1,Male,48,No,No,Yes,Yes,2
1657-DYMBM,1,Male,35,No,No,Yes,No,0
7311-MQJCH,1,Female,54,No,No,No,No,0
1136-XGEQU,1,Female,53,No,No,Yes,No,0
2530-FMFXO,1,Male,38,No,No,Yes,Yes,1
6844-DZKRF,1,Male,61,No,No,No,No,0
5970-GHJAW,1,Male,40,No,No,Yes,Yes,2
8879-XUAHX,1,Male,42,No,No,Yes,No,0
3689-MOZGR,1,Female,30,No,No,No,No,0
4195-PNGZS,1,Male,23,Yes,No,Yes,Yes,3
5003-XZWWO,1,Male,32,No,No,Yes,No,0
6922-NCEDI,1,Male,38,No,No,No,No,0
9891-NQDBD,1,Female,22,Yes,No,Yes,No,0
6131-IUNXN,1,Female,47,No,No,Yes,Yes,2
8548-AWOFC,1,Male,21,Yes,No,Yes,No,0
9798-DRYDS,1,Female,52,No,No,Yes,No,0
8532-UEFWH,1,Male,61,No,No,Yes,Yes,2
6296-DDOOR,1,Female,19,Yes,No,No,No,0
7951-VRDVK,1,Female,26,Yes,No,No,No,0
4815-YOSUK,1,Male,22,Yes,No,Yes,Yes,2
4365-MSDYN,1,Male,38,No,No,Yes,No,0
7036-TYDEC,1,Female,44,No,No,No,No,0
5802-ADBRC,1,Female,57,No,No,Yes,No,0
8076-FEZKJ,1,Male,58,No,No,No,No,0
5197-YPYBZ,1,Female,39,No,No,Yes,Yes,2
4312-GVYNH,1,Female,46,No,No,Yes,No,0
0839-JTCUD,1,Female,31,No,No,Yes,No,0
5494-WOZRZ,1,Female,40,No,No,Yes,No,0
2234-EOFPT,1,Male,48,No,No,Yes,No,0
8619-IJNDK,1,Female,64,No,No,Yes,No,0
8378-LKJAF,1,Male,34,No,No,Yes,Yes,1
1153-GNOLC,1,Male,62,No,No,No,No,0
3298-QEICA,1,Female,27,Yes,No,Yes,No,0
0788-DXBFY,1,Male,54,No,No,Yes,No,0
3496-LFSZU,1,Male,40,No,No,Yes,No,0
5242-UOWHD,1,Male,24,Yes,No,Yes,Yes,2
6479-SZPLM,1,Male,26,Yes,No,Yes,Yes,2
8097-VBQTZ,1,Male,61,No,No,No,No,0
4500-HKANN,1,Male,33,No,No,Yes,No,0
9917-KWRBE,1,Female,28,Yes,No,Yes,No,0
2212-LYASK,1,Male,25,Yes,No,Yes,No,0
1393-IMKZG,1,Female,50,No,No,No,No,0
8069-RHUXK,1,Female,55,No,No,Yes,No,0
2908-WGAXL,1,Female,40,No,No,Yes,Yes,2
3378-AJRAO,1,Male,44,No,No,Yes,No,0
6050-FFXES,1,Female,51,No,No,Yes,No,0
0362-RAOQO,1,Female,48,No,No,No,No,0
9554-DFKIC,1,Male,50,No,No,Yes,Yes,2
5527-ACHSO,1,Female,38,No,No,No,No,0
0829-DDVLK,1,Female,58,No,No,No,No,0
1399-UBQIU,1,Male,35,No,No,No,No,0
1813-JLKWR,1,Female,47,No,No,Yes,No,0
9537-VHDTA,1,Female,42,No,No,No,Yes,3
4957-TIALW,1,Female,26,Yes,No,No,No,0
2054-PJOCK,1,Female,32,No,No,No,No,0
9150-HEPMB,1,Male,57,No,No,No,No,0
9030-QGZNL,1,Female,31,No,No,No,No,0
3126-WQMGH,1,Female,19,Yes,No,Yes,No,0
7176-WRTNX,1,Male,51,No,No,No,No,0
9239-GZHZE,1,Female,25,Yes,No,Yes,No,0
7205-BAIAD,1,Female,42,No,No,No,No,0
8064-RAVOH,1,Male,44,No,No,No,Yes,3
0219-QAERP,1,Male,33,No,No,Yes,No,0
8963-JLGJT,1,Male,20,Yes,No,No,Yes,1
2135-DQWAQ,1,Female,37,No,No,No,No,0
4056-QHXHZ,1,Female,49,No,No,Yes,Yes,2
7401-JIXNM,1,Female,27,Yes,No,Yes,No,0
9339-FIIJL,1,Male,57,No,No,Yes,No,0
6670-MFRPK,1,Male,53,No,No,Yes,Yes,1
6177-PEVRA,1,Female,58,No,No,No,No,0
4813-HQMGZ,1,Female,54,No,No,Yes,No,0
7579-KKLOE,1,Male,59,No,No,Yes,No,0
8402-EIVQS,1,Male,40,No,No,Yes,No,0
4947-DSMXK,1,Male,28,Yes,No,Yes,Yes,2
7245-NIIWQ,1,Female,53,No,No,No,No,0
0002-ORFBO,1,Female,37,No,No,Yes,No,0
3324-OIRTO,1,Male,23,Yes,No,Yes,Yes,3
5414-OFQCB,1,Male,34,No,No,No,No,0
4967-WPNCF,1,Male,36,No,No,No,No,0
8499-BRXTD,1,Male,28,Yes,No,No,No,0
9154-QDGTH,1,Male,20,Yes,No,Yes,Yes,2
8197-BFWVU,1,Female,62,No,No,Yes,No,0
2577-GVSIL,1,Male,61,No,No,Yes,No,0
9367-OIUXP,1,Male,28,Yes,No,No,No,0
6770-UAYGJ,1,Female,23,Yes,No,Yes,Yes,2
6463-HHXJR,1,Female,61,No,No,Yes,Yes,2
7928-VJYAB,1,Male,44,No,No,Yes,Yes,1
1187-WILMM,1,Male,39,No,No,Yes,No,0
1306-RPWXZ,1,Female,60,No,No,No,Yes,3
3097-PYWXL,1,Female,30,No,No,Yes,Yes,2
2266-SJNAT,1,Female,21,Yes,No,Yes,No,0
2972-YDYUW,1,Female,47,No,No,No,No,0
1104-FEJAM,1,Male,52,No,No,Yes,Yes,2
2809-ILCYT,1,Female,56,No,No,Yes,No,0
5499-ECUTN,1,Female,49,No,No,Yes,No,0
4981-FLTMF,1,Female,35,No,No,Yes,Yes,1
3113-IWHLC,1,Male,24,Yes,No,No,No,0
4277-BWBML,1,Male,48,No,No,Yes,Yes,2
0234-TEVTT,1,Female,43,No,No,Yes,Yes,3
4304-TSPVK,1,Female,46,No,No,Yes,No,0
1552-AAGRX,1,Female,22,Yes,No,No,No,0
2637-FKFSY,1,Female,61,No,No,Yes,No,0
7874-ECPQJ,1,Female,57,No,No,No,Yes,2
0020-INWCK,1,Female,58,No,No,Yes,Yes,2
7089-RKVSZ,1,Male,43,No,No,Yes,No,0
2683-JXWQQ,1,Male,24,Yes,No,Yes,Yes,1
9548-ZMVTX,1,Male,31,No,No,Yes,Yes,3
8739-XNIKG,1,Female,29,Yes,No,No,No,0
9755-JHNMN,1,Female,37,No,No,No,No,0
3981-QSVQI,1,Male,28,Yes,No,No,No,0
2789-HQBOU,1,Male,60,No,No,No,No,0
9424-CMPOG,1,Male,53,No,No,Yes,Yes,3
5067-WJEUN,1,Male,42,No,No,Yes,Yes,2
3450-WXOAT,1,Male,36,No,No,No,No,0
9251-WNSOD,1,Female,23,Yes,No,Yes,No,0
6974-DAFLI,1,Female,54,No,No,Yes,No,0
2616-UUTFK,1,Male,54,No,No,Yes,No,0
7064-JHXCE,1,Male,64,No,No,Yes,Yes,1
7989-AWGEH,1,Male,24,Yes,No,Yes,Yes,2
4373-VVHQL,1,Male,37,No,No,No,No,0
4559-UWIHT,1,Male,37,No,No,Yes,No,0
6650-BWFRT,1,Female,43,No,No,Yes,No,0
9570-KYEUA,1,Male,38,No,No,No,No,0
6993-YGFJV,1,Male,29,Yes,No,Yes,No,0
2712-SYWAY,1,Female,30,No,No,No,No,0
0730-BGQGF,1,Male,48,No,No,Yes,Yes,3
5498-IBWPI,1,Female,34,No,No,Yes,Yes,2
9101-NTIXF,1,Male,32,No,No,No,No,0
9314-QDMDW,1,Male,29,Yes,No,No,No,0
9308-ANMVE,1,Male,52,No,No,No,Yes,2
3413-DHLPB,1,Male,57,No,No,Yes,Yes,1
7649-PHJVR,1,Male,22,Yes,No,No,No,0
6114-TCFID,1,Female,47,No,No,No,No,0
3787-TRIAL,1,Male,23,Yes,No,Yes,Yes,9
5156-UMKOW,1,Female,44,No,No,No,Yes,3
1247-QBVSH,1,Female,41,No,No,Yes,Yes,2
6734-GMPVK,1,Male,34,No,No,No,No,0
9822-OAOVB,1,Female,63,No,No,No,No,0
6161-ERDGD,1,Male,57,No,No,Yes,Yes,3
1226-JZNKR,1,Female,20,Yes,No,Yes,No,0
7318-EIVKO,1,Male,38,No,No,No,No,0
3771-PZOBW,1,Male,38,No,No,No,No,0
8231-BSWXX,1,Male,44,No,No,No,No,0
7389-KBFIT,1,Female,31,No,No,Yes,Yes,2
7176-WIONM,1,Female,24,Yes,No,Yes,No,0
5141-ZUVBH,1,Female,46,No,No,No,Yes,1
7623-HKYRK,1,Male,46,No,No,No,Yes,1
0310-SUCIN,1,Female,50,No,No,Yes,No,0
5197-PYEPU,1,Female,21,Yes,No,Yes,Yes,3
6619-RPLQZ,1,Female,24,Yes,No,Yes,Yes,1
3275-RHRNE,1,Male,58,No,No,Yes,Yes,3
3503-TYDAY,1,Female,41,No,No,Yes,No,0
6901-GOGZG,1,Male,28,Yes,No,No,Yes,1
7021-XSNYE,1,Male,46,No,No,Yes,Yes,2
9621-OUPYD,1,Female,21,Yes,No,Yes,No,0
8982-NHAVY,1,Male,23,Yes,No,No,No,0
4307-KWMXE,1,Male,53,No,No,No,No,0
2450-ZKEED,1,Female,33,No,No,No,No,0
3694-DELSO,1,Male,56,No,No,Yes,Yes,3
3893-JRNFS,1,Male,19,Yes,No,No,No,0
1133-KXCGE,1,Female,38,No,No,No,No,0
0142-GVYSN,1,Male,57,No,No,No,No,0
1049-FYSYG,1,Female,48,No,No,Yes,No,0
1821-BUCWY,1,Male,35,No,No,No,No,0
8314-DPQHL,1,Male,61,No,No,No,No,0
1465-WCZVT,1,Female,44,No,No,Yes,Yes,3
9481-SFCQY,1,Female,44,No,No,No,Yes,1
0567-GGCAC,1,Female,38,No,No,No,No,0
8884-MRNSU,1,Male,61,No,No,Yes,No,0
2171-UDMFD,1,Male,22,Yes,No,Yes,Yes,3
9802-CAQUT,1,Female,27,Yes,No,Yes,Yes,3
0187-WZNAB,1,Female,56,No,No,Yes,Yes,2
1475-VWVDO,1,Male,55,No,No,No,No,0
1357-MVDOZ,1,Male,25,Yes,No,Yes,Yes,1
7602-MVRMB,1,Female,62,No,No,Yes,Yes,1
5406-KGRMX,1,Female,30,No,No,No,No,0
5968-HYJRZ,1,Male,28,Yes,No,Yes,Yes,2
7140-ADSMJ,1,Male,23,Yes,No,No,No,0
2230-XTUWL,1,Female,20,Yes,No,Yes,Yes,2
7706-YLMQA,1,Female,30,No,No,No,No,0
2585-KTFRE,1,Male,61,No,No,No,Yes,1
7994-UYIVZ,1,Male,62,No,No,Yes,No,0
7717-BICXI,1,Male,37,No,No,Yes,Yes,3
6559-RAKOZ,1,Male,61,No,No,Yes,Yes,1
4716-MRVEN,1,Female,30,No,No,No,No,0
2143-LJULT,1,Female,55,No,No,Yes,No,0
3200-MNQTF,1,Male,38,No,No,Yes,No,0
6164-HXUGH,1,Female,40,No,No,Yes,Yes,1
5630-IXDXV,1,Female,51,No,No,No,No,0
0320-DWVTU,1,Female,46,No,No,No,No,0
9135-MGVPY,1,Male,41,No,No,Yes,No,0
1212-GLHMD,1,Male,54,No,No,No,No,0
7878-JGDKK,1,Male,38,No,No,No,No,0
1088-AUUZZ,1,Male,33,No,No,Yes,Yes,1
9588-OZDMQ,1,Female,38,No,No,Yes,No,0
6476-EPYZR,1,Male,57,No,No,Yes,Yes,1
1174-FGIFN,1,Female,44,No,No,Yes,Yes,1
6620-HVDUJ,1,Male,50,No,No,No,No,0
1032-MAELW,1,Female,57,No,No,Yes,Yes,3
7641-TQFHN,1,Male,21,Yes,No,No,Yes,1
1552-TKMXS,1,Female,37,No,No,Yes,No,0
8622-ZLFKO,1,Female,56,No,No,Yes,No,0
6188-UXBBR,1,Female,47,No,No,Yes,No,0
2333-KWEWW,1,Male,64,No,No,No,No,0
5702-SKUOB,1,Female,34,No,No,Yes,No,0
1134-YWTYF,1,Male,32,No,No,Yes,No,0
6061-GWWAV,1,Male,44,No,No,No,Yes,1
0679-TDGAK,1,Male,29,Yes,No,Yes,Yes,1
6585-WCEWR,1,Male,24,Yes,No,Yes,Yes,1
9067-SQTNS,1,Male,37,No,No,Yes,Yes,2
1776-SPBWV,1,Female,43,No,No,Yes,Yes,1
9668-PUGNU,1,Male,20,Yes,No,Yes,No,0
9405-GPBBG,1,Female,42,No,No,No,No,0
1926-QUZNN,1,Female,45,No,No,Yes,No,0
5829-NVSQN,1,Female,38,No,No,Yes,No,0
9565-AXSMR,1,Male,19,Yes,No,Yes,Yes,3
8869-LIHMK,1,Female,51,No,No,No,No,0
0447-RXSGD,1,Male,39,No,No,No,No,0
4927-WWOOZ,1,Male,39,No,No,Yes,No,0
5788-YPOEG,1,Female,41,No,No,Yes,Yes,2
0661-KBKPA,1,Male,43,No,No,Yes,Yes,3
9081-WWXKP,1,Female,64,No,No,Yes,Yes,1
0784-ZQJZX,1,Male,22,Yes,No,No,Yes,1
3133-PZNSR,1,Male,25,Yes,No,Yes,Yes,3
0722-SVSFK,1,Female,45,No,No,No,No,0
3612-YVGSJ,1,Female,59,No,No,Yes,No,0
5397-NSKQG,1,Male,39,No,No,Yes,Yes,2
8565-HBFNN,1,Male,51,No,No,Yes,No,0
8670-ERCJH,1,Male,33,No,No,No,No,0
7758-UJWYS,1,Male,31,No,No,Yes,Yes,1
2050-ONYDQ,1,Female,48,No,No,Yes,Yes,1
7055-JCGNI,1,Female,60,No,No,No,No,0
0739-UUAJR,1,Female,61,No,No,Yes,Yes,1
4826-DXMUP,1,Male,23,Yes,No,No,Yes,2
7285-KLOTR,1,Female,46,No,No,Yes,No,0
0654-PQKDW,1,Female,58,No,No,Yes,Yes,2
7175-NTIXE,1,Female,26,Yes,No,No,No,0
7963-SHNDT,1,Female,63,No,No,No,No,0
0188-GWFLE,1,Male,33,No,No,No,No,0
8129-GMVGI,1,Female,58,No,No,Yes,Yes,3
2882-DDZPG,1,Female,27,Yes,No,No,No,0
3547-LQRIK,1,Female,20,Yes,No,Yes,No,0
5843-TTHGI,1,Female,30,No,No,No,No,0
1849-RJYIG,1,Female,43,No,No,No,No,0
8868-GAGIO,1,Male,49,No,No,Yes,No,0
4061-UKJWL,1,Male,35,No,No,No,No,0
5380-XPJNZ,1,Female,22,Yes,No,No,No,0
8263-QMNTJ,1,Male,46,No,No,Yes,No,0
3230-JCNZS,1,Female,43,No,No,Yes,Yes,2
0277-ORXQS,1,Male,33,No,No,Yes,Yes,4
7996-BPXHY,1,Female,44,No,No,Yes,Yes,3
3227-WLKLI,1,Female,52,No,No,Yes,Yes,3
2266-FUBDZ,1,Male,19,Yes,No,Yes,Yes,3
8237-ULIXL,1,Female,21,Yes,No,Yes,No,0
8216-AZUUZ,1,Female,42,No,No,Yes,Yes,3
9153-BTBVV,1,Female,61,No,No,Yes,No,0
5186-PEIZU,1,Female,31,No,No,No,No,0
1074-AMIOH,1,Female,38,No,No,Yes,Yes,2
4361-FEBGN,1,Male,41,No,No,No,No,0
0380-ZCSBI,1,Male,56,No,No,No,No,0
7145-FEJWU,1,Female,62,No,No,No,Yes,2
3969-JQABI,1,Female,47,No,No,Yes,No,0
9624-EGDEQ,1,Female,49,No,No,No,No,0
1051-EQPZR,1,Female,21,Yes,No,Yes,Yes,2
5849-ASHZJ,1,Male,26,Yes,No,No,Yes,3
5780-INQIK,1,Female,52,No,No,No,No,0
8384-FZBJK,1,Female,37,No,No,Yes,Yes,3
0962-CQPWQ,1,Female,57,No,No,Yes,Yes,2
3096-YXENJ,1,Female,25,Yes,No,Yes,No,0
1265-BCFEO,1,Female,30,No,No,Yes,No,0
5945-AZYHT,1,Male,53,No,No,Yes,No,0
8325-QRPZR,1,Female,56,No,No,No,No,0
6384-VMJHP,1,Female,23,Yes,No,No,No,0
2262-SLNVK,1,Female,53,No,No,No,No,0
7730-CLDSV,1,Female,61,No,No,Yes,Yes,2
1135-HIORI,1,Female,48,No,No,Yes,Yes,3
0164-APGRB,1,Female,56,No,No,No,No,0
6481-ESCNL,1,Female,33,No,No,No,No,0
1790-NESIO,1,Female,23,Yes,No,No,No,0
1550-EENBN,1,Female,23,Yes,No,No,No,0
8198-RKSZG,1,Female,43,No,No,Yes,Yes,3
9297-EONCV,1,Female,47,No,No,No,No,0
1069-QJOEE,1,Male,47,No,No,Yes,Yes,1
7799-DSEWS,1,Male,22,Yes,No,No,No,0
8766-PAFNE,1,Male,21,Yes,No,Yes,No,0
3130-ICDUP,1,Female,56,No,No,No,Yes,1
0820-FNRNX,1,Male,48,No,No,Yes,Yes,3
0880-FVFWF,1,Male,32,No,No,No,No,0
4611-ANLQC,1,Female,31,No,No,Yes,No,0
4213-HKBJO,1,Female,60,No,No,No,No,0
2792-LSHWX,1,Female,49,No,No,No,No,0
9018-PCIOK,1,Female,63,No,No,No,No,0
4837-QUSFT,1,Female,35,No,No,Yes,No,0
9953-ZMKSM,1,Male,28,Yes,No,No,No,0
7665-NKLAV,1,Female,19,Yes,No,Yes,Yes,3
4391-LNRXK,1,Male,37,No,No,No,No,0
8562-GHPPI,1,Female,50,No,No,No,No,0
5893-PYOLZ,1,Male,55,No,No,No,No,0
4986-MXSFP,1,Female,40,No,No,No,No,0
6131-FOYAS,1,Male,48,No,No,No,No,0
3027-YNWZU,1,Female,44,No,No,Yes,No,0
5609-IMCGG,1,Female,44,No,No,No,No,0
4727-MCYZG,1,Male,23,Yes,No,No,No,0
9481-WHGWY,1,Female,35,No,No,Yes,Yes,3
3301-LSLWQ,1,Female,32,No,No,No,No,0
7473-ZBDSN,1,Female,38,No,No,Yes,Yes,3
3166-PNEOF,1,Female,57,No,No,No,No,0
5639-NTUPK,1,Male,28,Yes,No,No,Yes,1
8780-YRMTT,1,Female,64,No,No,No,No,0
5140-FOMCQ,1,Female,52,No,No,Yes,No,0
6242-SGYTS,1,Male,19,Yes,No,Yes,Yes,3
8414-OOEEL,1,Male,48,No,No,No,Yes,2
8454-AATJP,1,Female,41,No,No,No,No,0
4531-AUZNK,1,Female,21,Yes,No,Yes,Yes,1
4191-XOVOM,1,Male,25,Yes,No,No,No,0
2150-OEGBV,1,Male,31,No,No,No,No,0
4878-BUNFV,1,Male,59,No,No,Yes,Yes,1
1872-EBWSC,1,Female,28,Yes,No,No,No,0
7026-YMSBE,1,Male,62,No,No,No,No,0
6997-UVGOX,1,Male,35,No,No,Yes,Yes,3
9674-EHPPG,1,Male,63,No,No,Yes,No,0
5440-VHLUL,1,Male,48,No,No,No,No,0
5781-BKHOP,1,Female,48,No,No,Yes,No,0
7629-WIXZF,1,Female,32,No,No,No,No,0
5445-GLVOT,1,Female,64,No,No,No,No,0
3976-HXHCE,1,Male,57,No,No,No,No,0
2466-NEJOJ,1,Male,58,No,No,Yes,Yes,3
5472-CVMDX,1,Female,21,Yes,No,No,No,0
6461-SZMCV,1,Female,46,No,No,Yes,No,0
8150-QUDFX,1,Male,27,Yes,No,No,No,0
2346-DJQTB,1,Female,54,No,No,No,No,0
1697-LYYYX,1,Female,21,Yes,No,Yes,Yes,1
1942-OQFRW,1,Male,62,No,No,No,No,0
9640-ZSLDC,1,Female,29,Yes,No,Yes,Yes,5
4231-LZUYM,1,Female,37,No,No,Yes,No,0
3594-BDSOA,1,Female,44,No,No,Yes,No,0
5133-VRSAB,1,Male,47,No,No,No,No,0
5996-DAOQL,1,Male,28,Yes,No,No,No,0
6838-YAUVY,1,Female,26,Yes,No,No,No,0
0484-JPBRU,1,Male,23,Yes,No,No,No,0
7883-ROJOC,1,Female,33,No,No,Yes,No,0
0244-LGNFY,1,Female,35,No,No,Yes,Yes,1
7274-CGTOD,1,Male,21,Yes,No,No,No,0
4635-EJYPD,1,Male,39,No,No,Yes,Yes,1
1866-ZSLJM,1,Male,31,No,No,No,No,0
4636-TVXVG,1,Male,28,Yes,No,Yes,Yes,2
4236-UJPWO,1,Female,34,No,No,No,No,0
9392-XBGTD,1,Male,42,No,No,No,Yes,2
6402-SSEJG,1,Female,31,No,No,No,No,0
1169-SAOCL,1,Male,45,No,No,No,No,0
1110-KYLGQ,1,Female,46,No,No,No,No,0
9929-PLVPA,1,Female,51,No,No,No,Yes,3
3518-PZXZQ,1,Female,27,Yes,No,Yes,No,0
2371-JUNGC,1,Male,46,No,No,No,No,0
5074-FBGHB,1,Male,47,No,No,No,No,0
2351-BKRZW,1,Female,30,No,No,Yes,Yes,1
4455-BFSPD,1,Female,35,No,No,Yes,No,0
3948-KXDUF,1,Male,64,No,No,No,No,0
2323-ARSVR,1,Male,51,No,No,Yes,No,0
0815-MFZGM,1,Female,54,No,No,Yes,No,0
5480-XTFFL,1,Female,60,No,No,Yes,Yes,3
8295-FHIVV,1,Male,63,No,No,No,No,0
9086-YJYXS,1,Male,23,Yes,No,Yes,Yes,1
1179-INLAT,1,Male,33,No,No,No,No,0
7909-FIOIY,1,Female,21,Yes,No,Yes,Yes,1
6351-SCJKT,1,Male,32,No,No,No,No,0
5468-BPMMO,1,Male,59,No,No,Yes,No,0
0197-PNKNK,1,Female,47,No,No,Yes,Yes,1
2439-QKJUL,1,Male,31,No,No,No,No,0
1194-SPVSP,1,Male,20,Yes,No,No,No,0
9534-NSXEM,1,Male,28,Yes,No,No,No,0
8929-KSWIH,1,Male,21,Yes,No,No,No,0
2250-IVBWA,1,Male,47,No,No,Yes,Yes,2
1810-MVMAI,1,Male,31,No,No,Yes,Yes,1
9506-UXUSK,1,Male,53,No,No,No,No,0
1229-RCALF,1,Female,37,No,No,Yes,No,0
3572-UOLYZ,1,Female,28,Yes,No,No,Yes,2
1429-UYJSV,1,Female,57,No,No,No,No,0
6366-XIVKZ,1,Female,40,No,No,Yes,Yes,3
3470-OBUET,1,Female,49,No,No,Yes,Yes,2
2770-NSVDG,1,Male,25,Yes,No,Yes,No,0
9375-MHRRS,1,Male,37,No,No,No,No,0
4860-YZGZM,1,Male,27,Yes,No,No,No,0
6599-GZWCM,1,Female,39,No,No,No,No,0
7037-MTYVW,1,Male,26,Yes,No,Yes,Yes,2
4760-THGOT,1,Female,33,No,No,Yes,No,0
4016-BJKTZ,1,Female,20,Yes,No,No,No,0
6584-VQMYT,1,Male,19,Yes,No,No,Yes,2
9838-BFCQT,1,Male,61,No,No,Yes,Yes,2
2790-XUYMV,1,Male,19,Yes,No,No,Yes,1
0581-MDMPW,1,Female,63,No,No,No,No,0
1023-BQXZE,1,Male,30,No,No,No,No,0
9163-GHAYE,1,Female,34,No,No,No,No,0
3904-UKFRE,1,Male,27,Yes,No,No,No,0
5353-WILCI,1,Female,51,No,No,No,No,0
0058-EVZWM,1,Female,37,No,No,Yes,No,0
7009-PCARS,1,Male,53,No,No,No,Yes,2
0519-DRGTI,1,Female,58,No,No,Yes,Yes,3
1017-FBQMM,1,Female,47,No,No,Yes,Yes,2
1985-MBRYP,1,Female,44,No,No,No,No,0
9372-TXXPS,1,Female,49,No,No,Yes,No,0
1015-JPFYW,1,Male,47,No,No,No,Yes,2
6645-MXQJT,1,Male,40,No,No,Yes,Yes,1
5804-JMYIO,1,Female,40,No,No,Yes,Yes,3
6484-LATFU,1,Male,20,Yes,No,No,No,0
7599-NTMDP,1,Female,32,No,No,Yes,Yes,2
0536-ACXIP,1,Female,34,No,No,Yes,No,0
0936-NQLJU,1,Female,40,No,No,Yes,No,0
1575-KRZZE,1,Female,64,No,No,No,No,0
3251-YMVWZ,1,Male,34,No,No,No,No,0
4884-LEVMQ,1,Male,39,No,No,Yes,No,0
8857-CUPFQ,1,Male,57,No,No,Yes,No,0
3638-DIMPH,1,Female,34,No,No,Yes,No,0
